Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
3852	-641.0739	-748.2658	107.1919	0.0103832	0.0558265	0.040391	0.0450825	0.0265287	0.044444	0.00808158	0.00594549	0.027052	0.00300235	0.047849	0.0143766	0.0837999	0.10556	0.00338625	0.0112212	0.00470112	0.00313123	0.0343336	0.00364312	0.0132125	0.00880311	0.00393306	0.00429285	0.00799955	0.0108764	0.00279578	0.0387086	0.0132362	0.00601349	0.0282403	0.0159272	0.000319579	0.0159428	0.000216531	0.00177913	0.0143429	0.127898	0.00950273	0.0384543	0.0506759	0.0148044	0.0778706	0.0531974	0.0544438	0.00538752	0.0922995	0.00679262	0.0416142	0.00360352	0.00995742	0.0652237	0.029008	0.000932935	0.0546187	0.00504289	0.00579725	0.0524856	0.0448186	0.00336918	0.00227343	0.00657488	0.0226208	0.0424538	0.007973	0.00302576	0.0189148	0.0141478	0.0120797	0.8092757	1.190724	0.145333	0.390376	0.745676	1.34107	2.56163	6.88075	1.394603	1.471346	0.00595626	0.0320245	0.02317	0.0258613	0.015218	0.025495	0.00463594	0.00341059	0.0155182	0.00172228	0.0274483	0.00824705	0.0480713	0.060554	0.0019425	0.00643698	0.00269677	0.00179621	0.0196953	0.00208985	0.00757926	0.00504985	0.00225618	0.00246256	0.00458889	0.0062392	0.00160378	0.022205	0.00759283	0.0034496	0.0161999	0.00913655	0.000183324	0.00914549	0.000124211	0.00102059	0.00822769	0.073368	0.00545118	0.0220591	0.0290699	0.00849247	0.04467	0.0305164	0.0312313	0.00309052	0.052947	0.00389654	0.0238717	0.00206714	0.00571201	0.0374152	0.0166403	0.000535172	0.0313317	0.00289282	0.00332556	0.030108	0.0257099	0.00193271	0.00130414	0.00377164	0.0129763	0.0243534	0.00457366	0.00173571	0.0108503	0.00811577	0.00692944	0.452993	0.547007	0.4529927	1.743243
3888	-639.8643	-747.1123	107.248	0.00285533	0.0522433	0.023068	0.0180137	0.0433961	0.00901693	0.0111192	0.00938185	0.00304423	0.0154965	0.02228	0.00703573	0.105008	0.106156	0.00524572	0.000764105	0.006274	0.00387203	0.00234019	0.0297395	0.0205754	0.000660682	0.00572622	0.0143044	0.00449137	0.000785572	0.0039827	0.0208279	0.0192615	0.0132334	0.0205737	0.0170908	0.0016802	0.000750705	7.7157e-05	0.00278198	0.00779488	0.00207661	0.113445	0.0179187	0.0450891	0.00273787	0.00256455	0.0129213	0.0139637	0.0604111	0.0674239	0.0333115	0.00313784	0.0283754	0.020353	0.031797	0.00711895	0.00154311	0.00128928	0.000113704	0.00389376	0.0555823	0.00191537	0.068219	0.00694054	0.0261651	0.0164053	0.0649934	0.00405488	0.021803	0.0222779	0.0286715	0.0107737	0.6600667	1.339933	0.143588	0.388083	0.744307	1.34353	2.57677	6.96438	1.403338	2.029997	0.0019992	0.0365789	0.0161514	0.0126125	0.0303844	0.00631333	0.00778526	0.00656884	0.00213146	0.0108501	0.0155996	0.00492617	0.0735228	0.0743264	0.00367287	0.000535	0.00439283	0.00271106	0.00163852	0.0208225	0.0144062	0.000462586	0.0040093	0.0100154	0.0031447	0.00055003	0.00278854	0.014583	0.0134862	0.00926557	0.014405	0.0119664	0.00117642	0.000525617	5.40226e-05	0.00194785	0.0054577	0.00145397	0.07943	0.012546	0.0315698	0.00191696	0.00179561	0.00904703	0.00977688	0.0422977	0.0472079	0.0233235	0.002197	0.0198675	0.0142504	0.0222631	0.00498443	0.00108043	0.000902705	7.96117e-05	0.00272627	0.0389168	0.00134108	0.0477645	0.00485952	0.0183199	0.0114864	0.0455061	0.00283908	0.0152657	0.0155982	0.0200748	0.00754334	0.381404	0.618596	0.3814043	1.428236
3924	-656.9682	-763.6506	106.6824	0.0144146	0.0351895	0.0117741	0.0436822	0.215721	0.056605	0.0188699	0.0220671	0.0123457	0.01347	0.0163745	0.0157201	0.0632126	0.0720643	0.00245064	0.00785307	0.00919009	0.0122124	0.0175196	0.0363548	0.0216619	0.000598234	0.00369755	0.0240928	0.00998119	0.00201196	0.00419238	0.0180235	0.0115843	0.00494958	0.0277206	0.00978078	0.00823399	0.00297778	5.40284e-05	0.0143694	0.0454499	0.00960439	0.105017	0.0150324	0.0573646	0.00202721	0.0108678	0.0387779	0.0245089	0.0442347	0.0717088	0.02392	0.00330736	0.128849	0.00929417	0.0464445	0.101727	0.0133192	0.0501022	0.000936084	0.000343429	0.0516838	0.00165507	0.0174147	0.00524911	0.0587886	0.0190635	0.0276204	0.0052759	0.0426562	0.083872	0.00680201	0.0563727	0.7316752	1.268325	0.169317	0.420567	0.763209	1.31026	2.37774	5.90609	1.284159	1.733453	0.00706488	0.0172471	0.00577075	0.0214096	0.105729	0.0277433	0.00924852	0.0108156	0.00605091	0.00660195	0.0080255	0.00770474	0.0309819	0.0353202	0.00120111	0.00384895	0.00450426	0.00598554	0.00858671	0.0178182	0.010617	0.000293207	0.00181225	0.0118084	0.004892	0.000986104	0.00205478	0.00883372	0.00567772	0.00242589	0.0135865	0.00479377	0.00403565	0.00145947	2.64805e-05	0.00704275	0.022276	0.00470732	0.0514712	0.00736772	0.0281156	0.000993577	0.00532655	0.0190059	0.0120123	0.0216803	0.035146	0.0117237	0.00162101	0.0631516	0.00455527	0.0227634	0.0498585	0.00652801	0.0245561	0.000458794	0.000168322	0.0253313	0.000811187	0.00853534	0.0025727	0.0288136	0.00934344	0.0135373	0.00258583	0.0209067	0.0411074	0.00333381	0.0276295	0.504165	0.495835	0.5041651	2.040312
3960	-652.4294	-760.327	107.8976	0.0155984	0.0130696	0.00173644	0.00626917	0.0107462	0.00514981	0.0034665	0.00258116	0.0204692	0.00568025	0.00313594	0.0297491	0.0193594	0.0217673	0.00137955	0.000129398	0.00332163	0.00258226	0.00354004	0.0042513	0.0020434	0.0014575	0.000468313	0.00419737	0.00296148	0.00788849	0.00309425	0.00532001	0.00413849	0.00248128	0.00345246	0.0107893	0.00123497	0.00528816	1.43726e-05	0.00376367	0.0122374	0.00488244	0.0332961	0.00206966	0.00638343	0.000228022	0.00211449	0.00333575	0.0289482	0.011718	0.0221472	0.0117737	0.0117409	0.00622841	0.00670045	0.0188846	0.0178718	0.00230998	0.00162779	0.000993574	6.70983e-06	0.0033058	0.000443028	0.00348232	0.00238205	0.00124308	0.00235193	0.00125979	0.0331806	0.0108758	0.0182305	0.00917818	0.00782339	0.9289572	1.071043	0.0487456	0.229141	0.631486	1.58357	4.36412	20.5147	2.184492	1.152952	0.0293296	0.0245746	0.00326503	0.0117879	0.0202059	0.00968316	0.00651804	0.00485335	0.0384882	0.0106805	0.0058965	0.0559371	0.0364014	0.0409289	0.00259397	0.000243307	0.00624565	0.00485541	0.00665632	0.0079937	0.00384219	0.00274053	0.000880567	0.0078923	0.00556847	0.0148327	0.00581811	0.0100032	0.00778159	0.00466555	0.00649164	0.0202871	0.0023221	0.0099433	2.70247e-05	0.00707681	0.02301	0.00918043	0.0626065	0.00389158	0.0120027	0.00042875	0.00397586	0.0062722	0.0544312	0.0220334	0.0416433	0.0221381	0.0220764	0.0117113	0.0125988	0.0355087	0.0336043	0.00434344	0.00306072	0.00186821	1.26165e-05	0.00621588	0.000833024	0.00654778	0.00447895	0.00233735	0.00442233	0.00236878	0.0623893	0.0204497	0.0342788	0.0172577	0.0147103	0.406577	0.593423	0.406577	0.5318313
3996	-656.6963	-764.6822	107.9859	0.0126694	0.0246806	0.00149266	0.0053595	0.00550751	0.00435761	0.00225549	0.00147465	0.00920106	0.0367987	0.0033342	0.00123792	0.0221511	0.022254	0.00227812	0.000670028	0.00615236	0.00364812	0.000841442	0.0102356	0.0113336	0.00124277	0.00543689	0.0110848	0.00606062	0.00934073	0.00370178	0.0088507	0.0033072	0.00574402	0.0156567	0.00875948	0.000338322	0.00888499	0.00283279	0.00183905	0.000179906	0.00578537	0.0245814	0.0307265	0.0281473	0.000320387	0.00729839	0.00212575	0.0116896	0.0410904	0.0256517	0.0227755	0.0151211	0.0187353	0.00599448	0.00900509	0.00359282	0.0016409	0.00566011	0.00234915	1.00518e-05	0.000804606	0.0032984	0.00981354	0.000368617	0.00479476	0.0053973	0.0190272	0.0295449	0.0096421	0.0240026	0.0193923	0.0213328	0.9604617	1.039538	0.0544356	0.241817	0.642184	1.55719	4.13536	18.3703	2.104664	1.082332	0.0183372	0.0357216	0.0021604	0.0077571	0.00797133	0.00630702	0.0032645	0.00213435	0.0133172	0.0532608	0.00482578	0.00179171	0.0320606	0.0322095	0.00329725	0.000969769	0.00890466	0.00528014	0.00121787	0.0148146	0.0164037	0.00179873	0.00786912	0.0160436	0.00877188	0.0135194	0.00535779	0.0128101	0.0047867	0.00831365	0.0226609	0.0126781	0.000489673	0.0128597	0.00410006	0.00266176	0.000260388	0.0083735	0.035578	0.0444722	0.0407392	0.000463715	0.0105634	0.00307671	0.016919	0.0594725	0.0371272	0.0329642	0.0218856	0.0271166	0.00867616	0.0130336	0.00520009	0.00237497	0.0081922	0.00340005	1.45485e-05	0.00116455	0.00477397	0.0142037	0.00053352	0.00693972	0.00781181	0.0275391	0.042762	0.0139556	0.0347403	0.0280676	0.0308762	0.252544	0.747456	0.2525435	0.6909147
4032	-660.1198	-768.4265	108.3067	0.0216548	0.00700131	0.00883412	0.000889697	0.0185423	0.00528179	0.0017494	0.00438632	0.00682966	0.0296091	0.00527492	0.00507597	0.0306591	0.0217019	0.00110316	0.00345441	0.00195238	0.00228888	0.00295612	0.0244084	0.0243263	0.000868956	0.00280832	0.00126834	0.00375757	0.000696988	0.0062731	0.00932657	0.0104202	0.000864108	0.00785641	0.00396914	0.00913364	0.00520187	0.000829348	0.00411378	0.0203783	0.00101571	0.00129551	0.00625867	0.00972561	0.00945673	0.0211077	0.00111917	0.0109086	0.00431492	0.00168399	0.00382775	0.00897781	0.00940096	0.00468545	0.0148263	0.00361186	0.00554298	0.00535516	0.0157882	0.0139135	0.0411383	0.00143953	0.0212408	0.00985719	0.00145932	0.0129278	0.00247501	0.00735064	0.00449233	0.0304518	0.0430594	0.00387764	1.005472	0.9945277	0.0726178	0.278309	0.67097	1.49038	3.59312	13.7707	1.896281	0.9891149	0.0334008	0.0107989	0.0136259	0.00137228	0.0285999	0.00814672	0.0026983	0.00676554	0.0105342	0.0456696	0.00813614	0.00782926	0.0472891	0.0334733	0.00170154	0.00532814	0.00301138	0.0035304	0.00455957	0.037648	0.0375213	0.00134029	0.0043316	0.00195631	0.00579575	0.00107505	0.00967574	0.0143855	0.0160723	0.00133282	0.0121179	0.00612207	0.0140879	0.00802346	0.0012792	0.00634516	0.0314318	0.00156665	0.00199822	0.00965349	0.015001	0.0145862	0.0325569	0.00172623	0.0168256	0.0066554	0.00259741	0.00590399	0.0138475	0.0145002	0.00722692	0.0228684	0.00557099	0.00854959	0.00825989	0.024352	0.0214604	0.0634524	0.00222036	0.0327621	0.0152039	0.00225089	0.0199401	0.0038175	0.0113378	0.00692905	0.0469694	0.0664156	0.00598094	0.470604	0.529396	0.4706037	0.6483329
4068	-647.97	-756.496	108.526	0.00901457	0.0170212	0.00553487	0.00239917	0.0217457	0.0150405	0.000359516	0.00193021	0.0188852	0.00275032	0.00948467	0.00263022	0.028797	0.0215057	6.6935e-05	0.00281171	0.002455	0.00626576	0.00196815	0.00273849	0.00721542	0.000874586	0.00839586	7.9359e-06	0.00171612	0.00463662	0.0134311	0.0117252	0.00312946	0.000222188	0.0264288	0.0107991	0.00170298	0.0181767	0.00164514	0.000556348	0.0105825	0.00342433	0.00840329	0.0226161	0.00688219	0.011987	0.000698382	0.00221423	0.00890632	0.0100335	0.0148162	0.00725661	0.0096866	0.0281809	0.00208964	0.0352247	0.0187555	0.000973783	0.00986073	0.00485518	0.00089931	0.0180007	0.00977608	0.00951859	0.00147914	0.00674346	0.0130942	0.00801579	0.0253156	0.00785195	0.00772972	0.00692486	0.00165863	1.154074	0.8459256	0.0649389	0.263545	0.659656	1.51594	3.79441	15.3991	1.977094	0.7329905	0.0145743	0.0275191	0.00894851	0.00387886	0.0351575	0.0243167	0.000581248	0.00312068	0.0305326	0.00444659	0.0153344	0.00425242	0.0465577	0.0347694	0.000108217	0.00454584	0.00396912	0.0101302	0.003182	0.00442746	0.0116655	0.00141399	0.013574	1.28304e-05	0.00277455	0.00749627	0.0217148	0.0189567	0.00505957	0.000359223	0.0427288	0.0174594	0.0027533	0.0293872	0.00265979	0.000899477	0.0171093	0.00553629	0.013586	0.0365647	0.0111268	0.01938	0.00112911	0.00357987	0.0143993	0.0162217	0.0239541	0.0117321	0.0156608	0.0455615	0.00337843	0.0569496	0.030323	0.00157436	0.0159423	0.00784962	0.00145396	0.0291027	0.0158055	0.0153892	0.0023914	0.0109025	0.02117	0.0129595	0.0409291	0.0126947	0.012497	0.0111958	0.00268159	0.29118	0.70882	0.2911805	0.6185241
4104	-641.1116	-748.8843	107.7728	0.00505653	0.0378453	0.0175787	0.0302246	0.0943883	0.030518	0.0182679	0.0116679	0.0355505	0.053304	0.0270188	0.0169288	0.116057	0.0781557	0.00217766	0.00441759	0.00271366	0.00165813	0.00420597	0.019197	0.0209249	0.00669329	0.00583243	0.00147346	0.00178022	0.0045108	0.012011	0.0255305	0.0219111	0.00133779	0.0318353	0.0367126	0.00055867	0.0172654	0.0105836	0.00898514	0.0353979	0.00705796	0.00551285	0.0256454	0.0894454	0.0658451	0.0112108	0.000900405	0.0153414	0.0142875	0.0378089	0.0112234	0.00017101	0.0207652	0.024074	0.0789412	0.0214692	0.0153685	0.0396916	0.00348277	0.000836542	0.00152779	0.00945767	0.00304405	0.00228468	0.0244955	0.0363813	0.0703176	0.0258898	0.00290616	0.0203319	0.00517891	0.0551885	1.113604	0.8863965	0.102658	0.329499	0.707261	1.41391	3.03491	9.74105	1.645957	0.7959713	0.00316754	0.0237073	0.0110117	0.0189335	0.0591272	0.0191173	0.0114435	0.00730906	0.0222697	0.0333909	0.0169253	0.0106047	0.0727012	0.0489587	0.00136414	0.00276729	0.00169991	0.0010387	0.00263473	0.0120255	0.0131079	0.00419285	0.00365358	0.000923013	0.00111518	0.00282568	0.00752398	0.0159929	0.0137257	0.000838026	0.0199424	0.0229977	0.000349965	0.0108155	0.00662986	0.00562852	0.0221741	0.00442129	0.00345339	0.0160649	0.0560309	0.041247	0.0070227	0.000564037	0.00961024	0.00895003	0.0236845	0.00703062	0.000107125	0.0130078	0.0150806	0.0494508	0.0134489	0.00962724	0.0248638	0.00218169	0.000524031	0.000957048	0.00592452	0.00190687	0.00143118	0.0153446	0.0227901	0.0440487	0.016218	0.00182049	0.0127364	0.0032442	0.0345715	0.386398	0.613602	0.3863985	1.596359
4140	-633.8743	-741.943	108.0687	0.00735099	0.0140226	0.0133204	0.00442969	0.0261705	0.0124546	0.00292977	0.00328372	0.039492	0.00668679	0.0241272	0.00311786	0.058884	0.0809557	0.00448288	0.00655811	0.0008906	0.00942575	0.00103518	0.0206526	0.0223739	0.000218732	0.000991327	0.00590321	0.00284998	0.000831192	0.00504685	0.0110745	0.00385629	0.0120927	0.0054386	0.0118293	0.00769465	0.0066046	0.000470066	0.0028369	0.000752461	0.0122485	0.0307774	0.00951793	0.0125103	0.00682962	0.00204991	0.000126822	0.00821995	0.0446183	0.0252817	0.0153945	0.0133737	0.0603529	0.0115316	0.0058046	0.00797506	0.00872854	0.00191009	0.00114975	0.00547331	0.00540333	0.00753895	0.0105195	0.00202815	0.0267729	0.0244762	0.0417387	0.0287501	0.0689767	0.0885542	0.0324025	0.0719789	1.041015	0.9589847	0.0838604	0.298549	0.685827	1.45809	3.34953	11.9246	1.7922	0.9212013	0.00648149	0.0123639	0.0117448	0.00390573	0.023075	0.0109814	0.00258323	0.00289531	0.0348208	0.00589586	0.0212733	0.00274907	0.051919	0.07138	0.00395263	0.0057824	0.000785257	0.00831084	0.00091274	0.0182097	0.0197274	0.00019286	0.00087407	0.00520496	0.00251288	0.000732876	0.00444989	0.00976461	0.00340016	0.0106623	0.00479531	0.0104301	0.0067845	0.00582339	0.000414465	0.00250134	0.000663457	0.0107997	0.0271369	0.00839212	0.0110305	0.00602179	0.00180744	0.000111821	0.00724767	0.0393407	0.0222913	0.0135736	0.0117919	0.0532141	0.0101676	0.00511802	0.00703174	0.0076961	0.00168416	0.00101375	0.00482591	0.00476421	0.00664722	0.0092752	0.00178826	0.0236061	0.0215811	0.0368017	0.0253494	0.0608179	0.0780798	0.0285699	0.063465	0.2648	0.7352	0.2648002	1.134151
4176	-638.5573	-746.3038	107.7466	0.0181982	0.021755	0.00673491	0.00617793	0.017213	0.00963472	0.00116058	0.00457652	0.000905324	0.0150054	0.00187431	0.018969	0.039433	0.0399126	0.00174889	0.00562842	0.000720404	0.00205242	0.0027178	0.015859	0.0118714	0.00172327	0.00239126	0.00233479	0.00335157	0.00249051	0.00509756	0.00628738	0.00941977	0.00405591	0.00581984	0.00370221	0.00100032	0.00336545	0.00112731	0.000850578	0.0163193	0.0175694	0.0146957	0.0253132	0.00301574	0.00491249	0.00894864	0.0272838	0.00833078	0.00467522	0.0159463	0.00200788	0.00223129	0.000543372	0.00804832	0.0362864	0.00363117	0.0342454	0.00775021	0.00462423	0.00384141	0.00149649	0.0129831	0.00072806	0.00207879	0.00287832	0.0166524	0.00719474	0.0196551	0.00455811	0.0135183	0.0364048	0.0178288	0.8100031	1.189997	0.0606989	0.255008	0.652914	1.5316	3.92144	16.4748	2.025916	1.469126	0.0267084	0.0319287	0.00988445	0.00906701	0.0252626	0.0141403	0.00170332	0.00671671	0.00132869	0.0220225	0.00275082	0.0278397	0.0578737	0.0585774	0.00256675	0.00826052	0.0010573	0.00301222	0.00398877	0.0232754	0.017423	0.00252914	0.00350953	0.00342664	0.00491891	0.00365518	0.00748141	0.00922763	0.0138249	0.00595263	0.00854145	0.00543352	0.00146812	0.00493928	0.00165449	0.00124835	0.023951	0.0257856	0.021568	0.0371508	0.00442604	0.0072098	0.0131334	0.040043	0.0122266	0.00686155	0.0234035	0.00294685	0.00327473	0.000797477	0.0118121	0.0532555	0.00532927	0.0502601	0.0113746	0.00678673	0.00563782	0.00219631	0.0190546	0.00106853	0.00305092	0.00422436	0.0244399	0.0105593	0.0288468	0.00668968	0.0198401	0.0534293	0.0261663	0.356454	0.643546	0.3564541	0.681364
4212	-645.9246	-753.548	107.6234	0.00862429	0.000319653	0.0144327	0.0092883	0.0039874	0.0111908	0.00211042	0.00518711	0.0167363	0.00573592	0.0112154	0.00113982	0.0437127	0.0359462	0.00232606	0.00159018	0.00618238	0.00354982	0.00106285	0.00595731	0.0142896	0.00234843	1.68642e-06	0.0156022	0.00139088	0.00405466	0.00238199	0.0039855	0.00316913	0.00523144	0.00525969	0.0054849	0.00530262	0.00470432	0.00549974	0.00120246	0.00253263	0.0134554	0.0133237	0.00145287	0.0174792	0.00585895	0.000167443	0.00330116	0.0291084	0.0022557	0.0349715	0.0124015	0.0056678	0.0401595	0.00502209	0.000197515	0.0103292	0.00374409	0.000293286	0.0127686	0.00049716	6.57675e-05	0.00089999	0.00318857	0.000487084	0.0127864	0.00904023	0.017381	0.0384405	0.0147905	0.0182355	0.0185991	0.00759784	0.7314352	1.268565	0.0638417	0.261364	0.657948	1.51988	3.82608	15.6637	1.989414	1.73435	0.0137613	0.000510054	0.0230296	0.0148209	0.00636248	0.0178565	0.00336748	0.00827679	0.0267052	0.0091525	0.0178958	0.00181874	0.0697501	0.0573575	0.00371157	0.00253737	0.0098649	0.00566426	0.00169593	0.00950577	0.0228011	0.00374726	2.69093e-06	0.0248957	0.00221936	0.00646981	0.00380082	0.00635945	0.00505681	0.00834753	0.0083926	0.00875197	0.00846111	0.00750643	0.00877565	0.0019187	0.00404119	0.0214701	0.0212599	0.00231826	0.0278906	0.00934882	0.000267179	0.00526748	0.0464467	0.0035993	0.0558022	0.0197884	0.00904381	0.0640805	0.00801349	0.000315164	0.0164818	0.00597424	0.000467981	0.0203742	0.000793292	0.000104942	0.00143607	0.00508783	0.000777215	0.0204025	0.014425	0.0277339	0.0613374	0.0236004	0.0290974	0.0296776	0.0121235	0.457922	0.542078	0.4579215	0.626705
4248	-656.1971	-764.5097	108.3126	0.00427465	0.00084413	0.00427473	0.0120885	0.0152491	0.0211814	0.00576706	0.000312704	0.00439324	0.00901975	0.0107287	0.0109111	0.0627365	0.0705218	0.00225738	0.00440254	6.9811e-05	0.00728984	0.00503507	0.00841906	0.00889275	0.0020704	0.00467309	0.00382614	0.00121311	0.00310937	0.00980274	0.0077911	0.00220162	0.00193822	0.0150708	0.0210267	0.0152106	0.0141014	0.00344722	0.0076114	0.00858714	0.00928661	0.0209066	0.0039803	0.00751061	0.00684121	0.00844315	0.010708	0.0116887	0.00146109	0.0200497	0.0119901	0.00589511	0.0584199	0.0107769	0.00109268	0.0014855	0.00400974	0.00691673	0.0206963	0.0058963	0.00942539	0.00797776	0.0118425	0.00348792	0.0234303	0.0133784	0.0318318	0.0172441	0.0262966	0.0397761	0.0108711	0.0368716	0.9827641	1.017236	0.093749	0.315229	0.697558	1.43357	3.1723	10.6668	1.711601	1.035076	0.00502404	0.000992114	0.00502413	0.0142077	0.0179224	0.0248947	0.00677808	0.000367524	0.00516341	0.010601	0.0126095	0.012824	0.0737348	0.082885	0.00265312	0.00517435	8.20495e-05	0.00856782	0.00591777	0.00989501	0.0104517	0.00243336	0.00549233	0.0044969	0.00142578	0.00365448	0.0115213	0.00915695	0.00258759	0.00227801	0.0177128	0.0247129	0.0178771	0.0165736	0.00405155	0.00894575	0.0100925	0.0109146	0.0245718	0.00467808	0.00882729	0.00804054	0.00992332	0.0125852	0.0137378	0.00171724	0.0235646	0.0140921	0.00692858	0.0686615	0.0126662	0.00128424	0.00174593	0.00471269	0.0081293	0.0243245	0.00692998	0.0110778	0.00937633	0.0139186	0.00409939	0.0275379	0.0157238	0.0374123	0.0202671	0.0309067	0.0467492	0.0127769	0.0433355	0.569111	0.430889	0.569111	0.8508395
4284	-644.5855	-752.6781	108.0927	0.000229208	0.0254291	0.0218077	0.0220333	0.0700848	0.0348653	0.00400522	0.00551566	0.0283138	0.00883557	0.00770591	0.00995051	0.042219	0.0563824	0.000514592	0.00254424	0.0172617	0.0110098	0.00489398	0.008918	0.0144235	0.000327515	0.00453974	0.00904994	0.000654712	0.00328007	0.0127051	0.0125993	0.000677745	0.0158374	0.0102822	0.0220648	0.00446244	0.00127577	0.00328161	0.00469023	0.098824	0.0111256	0.0035188	0.0300612	0.00674113	0.0872195	0.0157609	0.00521618	0.00302418	0.0147736	0.0396357	0.045047	0.00279785	0.00200714	0.0088309	0.0405815	0.0302792	0.00422106	0.021315	0.00682006	0.000629468	0.0130851	0.0222229	0.0108709	0.00461691	0.00203375	0.0523422	0.00859987	0.075702	0.00779073	0.0129512	0.00753121	0.0300089	1.018874	0.9811257	0.1071	0.336377	0.711834	1.40482	2.97286	9.33706	1.61533	0.9629507	0.000186521	0.0206933	0.0177463	0.0179299	0.0570325	0.0283721	0.0032593	0.00448845	0.0230408	0.00719007	0.00627079	0.00809737	0.0343563	0.045882	0.000418756	0.00207041	0.0140469	0.00895937	0.00398255	0.00725714	0.0117373	0.00026652	0.00369428	0.00736451	0.000532781	0.0026692	0.0103389	0.0102529	0.000551524	0.0128879	0.0083673	0.0179556	0.00363138	0.00103817	0.00267046	0.00381674	0.0804194	0.00905359	0.00286348	0.0244627	0.00548569	0.0709761	0.0128257	0.00424474	0.00246097	0.0120222	0.0322541	0.0366576	0.00227679	0.00163334	0.00718626	0.0330238	0.0246402	0.00343495	0.0173454	0.00554992	0.000512238	0.0106482	0.0180842	0.00884637	0.00375707	0.00165499	0.0425942	0.00699826	0.0616036	0.00633981	0.0105393	0.00612862	0.0244201	0.237107	0.762893	0.2371065	1.228858
